,ID Ticket,Fecha,ID Empleado,ID Agente,Categoría,Tipo,Severidad,Prioridad,Días Resolución,Satisfacción
54,GDLEER-4443281780,2018-06-30,1988,17,Software,Problema,2 - Normal,0 - Sin Asignar,4,5
55,GDLEER-4443358961,2018-09-15,1416,29,Software,Problema,2 - Normal,0 - Sin Asignar,4,5
56,GDLEER-4543464752,2018-12-30,1845,37,Hardware,Problema,2 - Normal,0 - Sin Asignar,5,1
57,GDLEER-4643352588,2018-09-09,308,15,Hardware,Problema,2 - Normal,0 - Sin Asignar,6,5
58,GDLEER-4843330759,2018-08-18,1935,7,Hardware,Problema,2 - Normal,0 - Sin Asignar,0,1
59,GDLEER-5243287250,2018-07-06,245,22,Software,Problema,2 - Normal,0 - Sin Asignar,12,5
60,GDLEER-5243333481,2018-08-21,1998,4,Software,Problema,2 - Normal,0 - Sin Asignar,2,5
61,GDLEER-5343389513,2018-10-16,881,15,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
62,GDLEER-5543107212,2018-01-07,1811,32,Software,Problema,2 - Normal,0 - Sin Asignar,5,5
63,GDLEER-5543199843,2018-04-09,1864,18,Hardware,Problema,2 - Normal,0 - Sin Asignar,15,5
64,GDLEER-5643196201,2018-04-06,1570,42,Hardware,Problema,2 - Normal,0 - Sin Asignar,16,5
65,GDLEER-5643363376,2018-09-20,187,43,Hardware,Problema,2 - Normal,0 - Sin Asignar,6,1
66,GDLEER-5743158987,2018-02-27,1568,19,Software,Problema,2 - Normal,0 - Sin Asignar,7,5
67,GDLEER-5843238707,2018-05-18,890,47,Hardware,Problema,4 - Crítico,0 - Sin Asignar,8,1
68,GDLEER-6143292611,2018-07-11,1591,16,Software,Problema,2 - Normal,0 - Sin Asignar,1,1
69,GDLEER-6143299964,2018-07-18,1356,29,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
70,GDLEER-6243260717,2018-06-09,1171,37,Software,Problema,2 - Normal,0 - Sin Asignar,2,5
71,GDLEER-6343118446,2018-01-18,1264,24,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
72,GDLEER-6443101179,2018-01-01,1997,11,Software,Problema,2 - Normal,0 - Sin Asignar,4,5
73,GDLEER-6443265714,2018-06-14,1211,37,Software,Problema,2 - Normal,0 - Sin Asignar,4,5
74,GDLEER-6543456413,2018-12-22,521,34,Software,Problema,2 - Normal,0 - Sin Asignar,5,5
75,GDLEER-7143220897,2018-04-30,1639,8,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
76,GDLEER-7143345465,2018-09-02,546,34,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
77,GDLEER-7143413699,2018-11-09,459,16,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
78,GDLEER-7343417159,2018-11-13,1275,21,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
79,GDLEER-7543124559,2018-01-24,1755,15,Software,Problema,2 - Normal,0 - Sin Asignar,5,5
80,GDLEER-7543229973,2018-05-09,1857,19,Software,Problema,2 - Normal,0 - Sin Asignar,5,1
81,GDLEER-7543305697,2018-07-24,1089,36,Software,Problema,2 - Normal,0 - Sin Asignar,5,5
82,GDLEER-8043302900,2018-07-21,1380,29,Software,Problema,2 - Normal,0 - Sin Asignar,0,5
83,GDLEER-8143155236,2018-02-24,243,42,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
84,GDLEER-8143214164,2018-04-24,1276,41,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
85,GDLEER-8243185742,2018-03-26,564,27,Software,Problema,2 - Normal,0 - Sin Asignar,2,5
86,GDLEER-8343456867,2018-12-22,356,48,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
87,GDLEER-8343463515,2018-12-29,1951,15,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
88,GDLEER-8443321252,2018-08-09,765,32,Software,Problema,2 - Normal,0 - Sin Asignar,4,5
89,GDLEER-8743189178,2018-03-30,1167,11,Software,Problema,4 - Crítico,0 - Sin Asignar,7,5
90,GDLEER-8743246420,2018-05-26,1662,44,Hardware,Problema,2 - Normal,0 - Sin Asignar,7,5
91,GDLEER-8743416269,2018-11-12,1026,32,Hardware,Problema,2 - Normal,0 - Sin Asignar,7,5
92,GDLEER-8843403197,2018-10-30,569,31,Hardware,Problema,2 - Normal,0 - Sin Asignar,8,5
93,GDLEER-9143333471,2018-08-21,1417,4,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
94,GDLEER-9443453920,2018-12-19,792,19,Software,Problema,2 - Normal,0 - Sin Asignar,14,5
95,GDLEER-9643314628,2018-08-02,1572,16,Hardware,Problema,2 - Normal,0 - Sin Asignar,16,5
96,GDLEET-0043290791,2018-07-09,1209,27,Software,Problema,2 - Normal,0 - Sin Asignar,0,5
97,GDLEET-0343259714,2018-06-08,1101,47,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
98,GDLEET-0643354160,2018-09-11,46,21,Hardware,Problema,2 - Normal,0 - Sin Asignar,6,5
99,GDLEET-1143185195,2018-03-26,329,21,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
100,GDLEET-2343451357,2018-12-17,525,43,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
101,GDLEET-2443401949,2018-10-28,4,49,Hardware,Problema,2 - Normal,0 - Sin Asignar,14,5
102,GDLEET-3343399411,2018-10-26,151,24,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
103,GDLEET-3543290701,2018-07-09,950,17,Hardware,Problema,2 - Normal,0 - Sin Asignar,5,5
104,GDLEET-3543405548,2018-11-01,24,15,Hardware,Problema,2 - Normal,0 - Sin Asignar,5,5
105,GDLEET-4143313846,2018-08-01,1744,8,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
106,GDLEET-4143315575,2018-08-03,917,5,Software,Problema,2 - Normal,0 - Sin Asignar,1,5
107,GDLEET-4443215245,2018-04-25,604,12,Software,Problema,2 - Normal,0 - Sin Asignar,14,5
108,GDLEET-4543175050,2018-03-16,585,10,Software,Problema,2 - Normal,0 - Sin Asignar,5,5
109,GDLEET-5343215519,2018-04-25,31,15,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
110,GDLEET-7543181459,2018-03-22,1635,14,Hardware,Problema,2 - Normal,0 - Sin Asignar,5,5
111,GDLEET-8343195972,2018-04-05,1617,29,Software,Problema,2 - Normal,0 - Sin Asignar,3,5
112,GDLEET-9643133030,2018-02-02,53,20,Software,Problema,2 - Normal,0 - Sin Asignar,6,5
113,GDLENR-0043106822,2018-01-06,1752,8,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
114,GDLENR-0043166455,2018-03-07,1695,44,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
115,GDLENR-0043195050,2018-04-05,1755,30,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
116,GDLENR-0043278939,2018-06-27,1093,49,Acceso-&Login,Problema,4 - Crítico,0 - Sin Asignar,0,5
117,GDLENR-0043280680,2018-06-29,298,36,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
118,GDLENR-0043378473,2018-10-05,1797,24,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
119,GDLENR-0043391950,2018-10-18,1185,29,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
120,GDLENR-0043429596,2018-11-25,1389,15,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
121,GDLENR-0143134355,2018-02-03,1075,33,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
122,GDLENR-0143414628,2018-11-10,742,36,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
123,GDLENR-1043106495,2018-01-06,1739,4,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
124,GDLENR-1043113351,2018-01-13,1355,33,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
125,GDLENR-1043122433,2018-01-22,1803,24,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
126,GDLENR-1043264751,2018-06-13,885,17,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
127,GDLENR-1043283744,2018-07-02,294,27,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
128,GDLENR-1043285355,2018-07-04,415,33,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
129,GDLENR-1043312130,2018-07-31,1293,21,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
130,GDLENR-1043377217,2018-10-04,701,12,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
131,GDLENR-1043384765,2018-10-11,846,47,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
132,GDLENR-1043416211,2018-11-12,1401,2,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
133,GDLENR-1043454477,2018-12-20,137,34,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
134,GDLENR-1143385805,2018-10-12,1050,8,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
135,GDLENR-2043151640,2018-02-20,1224,36,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
136,GDLENR-2043167626,2018-03-08,1432,26,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
137,GDLENR-2043169194,2018-03-10,1859,21,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
138,GDLENR-2043235169,2018-05-15,1856,31,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
139,GDLENR-2043244570,2018-05-24,1307,15,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
140,GDLENR-2043251202,2018-05-31,400,2,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
141,GDLENR-2043284592,2018-07-03,859,45,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
142,GDLENR-2043328425,2018-08-16,1912,24,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
143,GDLENR-2043362240,2018-09-19,754,2,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
144,GDLENR-2043406351,2018-11-02,815,43,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
145,GDLENR-2143299130,2018-07-18,1243,21,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
146,GDLENR-2143359111,2018-09-16,941,41,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
147,GDLENR-3043141449,2018-02-10,1804,44,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
148,GDLENR-3043194798,2018-04-04,289,27,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
149,GDLENR-3043237003,2018-05-17,1620,10,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
150,GDLENR-3043433209,2018-11-29,1790,42,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
151,GDLENR-4043140526,2018-02-09,882,5,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
152,GDLENR-4043216103,2018-04-26,810,21,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
153,GDLENR-4043424705,2018-11-20,800,47,Acceso-&Login,Problema,4 - Crítico,0 - Sin Asignar,0,5
154,GDLENR-4043450027,2018-12-16,522,10,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
155,GDLENR-4243332943,2018-08-20,1224,49,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,2,5
156,GDLENR-5043252469,2018-06-01,1506,14,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
157,GDLENR-5043341358,2018-08-29,1365,33,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
158,GDLENR-5043441242,2018-12-07,1704,12,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
159,GDLENR-5143136954,2018-02-05,885,39,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
160,GDLENR-5143279945,2018-06-28,284,19,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
161,GDLENR-6043161599,2018-03-02,749,25,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
162,GDLENR-6043191421,2018-04-01,92,14,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
163,GDLENR-6043211425,2018-04-21,222,44,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
164,GDLENR-6043274070,2018-06-23,1067,20,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
165,GDLENR-6043297075,2018-07-16,467,40,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
166,GDLENR-6043458862,2018-12-24,1076,38,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
167,GDLENR-6143153664,2018-02-22,1466,36,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
168,GDLENR-6143380978,2018-10-07,337,19,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
169,GDLENR-7043120564,2018-01-20,1696,5,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
170,GDLENR-7043163232,2018-03-04,1903,2,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
171,GDLENR-7043179694,2018-03-20,1459,16,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
172,GDLENR-7043194829,2018-04-04,492,8,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
173,GDLENR-7043275217,2018-06-24,1701,12,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
174,GDLENR-7043305206,2018-07-24,840,12,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
175,GDLENR-7043313811,2018-08-01,1831,28,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
176,GDLENR-7043424562,2018-11-20,1986,5,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
177,GDLENR-7043425147,2018-11-21,1964,21,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
178,GDLENR-7043432526,2018-11-28,1792,35,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
179,GDLENR-7043443528,2018-12-09,1882,5,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
180,GDLENR-7043447097,2018-12-13,969,30,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
181,GDLENR-7143128818,2018-01-28,21,48,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
182,GDLENR-7343122655,2018-01-22,685,16,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,3,5
183,GDLENR-8043102425,2018-01-02,752,24,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
184,GDLENR-8043290858,2018-07-09,695,48,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
185,GDLENR-8043316501,2018-08-04,1410,15,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
186,GDLENR-8043364851,2018-09-21,1285,18,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
187,GDLENR-8043370105,2018-09-27,30,21,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
188,GDLENR-8043428821,2018-11-24,672,48,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
189,GDLENR-8043439513,2018-12-05,1891,35,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
190,GDLENR-8143133386,2018-02-02,1608,23,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
191,GDLENR-8343322119,2018-08-10,1721,11,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,3,5
192,GDLENR-9043106428,2018-01-06,732,44,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
193,GDLENR-9043160289,2018-03-01,1648,12,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
194,GDLENR-9043181550,2018-03-22,1235,35,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
195,GDLENR-9043232607,2018-05-12,550,16,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
196,GDLENR-9043274173,2018-06-23,617,31,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
197,GDLENR-9043341602,2018-08-29,210,36,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
198,GDLENR-9043442982,2018-12-08,1098,49,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
199,GDLENR-9043453080,2018-12-19,8,40,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
200,GDLENR-9143353317,2018-09-10,1291,43,Acceso-&Login,Problema,4 - Crítico,0 - Sin Asignar,1,1
201,GDLENT-0043122670,2018-01-22,1447,46,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
202,GDLENT-0043332401,2018-08-20,950,34,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
203,GDLENT-0043450866,2018-12-16,1776,8,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
204,GDLENT-1043267646,2018-06-16,654,6,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
205,GDLENT-1043404906,2018-10-31,1500,29,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
206,GDLENT-1043405749,2018-11-01,1154,27,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
207,GDLENT-1043452766,2018-12-18,246,37,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
208,GDLENT-3143374716,2018-10-01,1961,27,Acceso-&Login,Problema,4 - Crítico,0 - Sin Asignar,1,5
209,GDLENT-4043191410,2018-04-01,1421,14,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
210,GDLENT-4043240595,2018-05-20,399,45,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,1
211,GDLENT-4043406762,2018-11-02,1976,17,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
212,GDLENT-4043408716,2018-11-04,1511,17,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
213,GDLENT-4143312313,2018-07-31,31,33,Acceso-&Login,Problema,4 - Crítico,0 - Sin Asignar,1,5
214,GDLENT-5043350000,2018-09-07,1940,10,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
215,GDLENT-6043457897,2018-12-23,329,18,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
216,GDLENT-7043231561,2018-05-11,376,35,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
217,GDLENT-7143360871,2018-09-17,837,28,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,1,5
218,GDLENT-8043263434,2018-06-12,1663,4,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
219,GDLENT-8043326434,2018-08-14,1103,24,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
220,GDLENT-8043362248,2018-09-19,1744,12,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
221,GDLENT-9043189860,2018-03-30,1256,8,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
222,GDLENT-9043219463,2018-04-29,316,34,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
223,GDLENT-9043238554,2018-05-18,1295,15,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
224,GDLENT-9043277499,2018-06-26,579,4,Acceso-&Login,Problema,4 - Crítico,0 - Sin Asignar,0,5
225,GDLENT-9043360689,2018-09-17,958,26,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
226,GDLENT-9043401195,2018-10-28,329,21,Acceso-&Login,Problema,2 - Normal,0 - Sin Asignar,0,5
227,GDLESR-0043347500,2018-09-04,1910,25,Sistema,Problema,2 - Normal,0 - Sin Asignar,10,5
228,GDLESR-0143125853,2018-01-25,255,8,Sistema,Problema,2 - Normal,0 - Sin Asignar,1,5
229,GDLESR-0243110935,2018-01-10,1983,29,Sistema,Problema,2 - Normal,0 - Sin Asignar,2,5
230,GDLESR-0243394782,2018-10-21,378,27,Sistema,Problema,2 - Normal,0 - Sin Asignar,2,5
231,GDLESR-0243460140,2018-12-26,1074,41,Sistema,Problema,2 - Normal,0 - Sin Asignar,2,5
232,GDLESR-0343379466,2018-10-06,1376,34,Sistema,Problema,2 - Normal,0 - Sin Asignar,3,5
233,GDLESR-0443132358,2018-02-01,625,43,Sistema,Problema,2 - Normal,0 - Sin Asignar,4,5
234,GDLESR-0443445715,2018-12-11,1401,17,Sistema,Problema,2 - Normal,0 - Sin Asignar,4,5
235,GDLESR-0643222917,2018-05-02,11,29,Sistema,Problema,2 - Normal,0 - Sin Asignar,6,5
236,GDLESR-0743444306,2018-12-10,320,23,Sistema,Problema,2 - Normal,0 - Sin Asignar,7,5
237,GDLESR-0843353752,2018-09-10,1645,27,Sistema,Problema,2 - Normal,0 - Sin Asignar,8,5
238,GDLESR-1143295434,2018-07-14,153,34,Sistema,Problema,2 - Normal,0 - Sin Asignar,1,5
239,GDLESR-1143320878,2018-08-08,1237,18,Sistema,Problema,2 - Normal,0 - Sin Asignar,1,5
240,GDLESR-1143321161,2018-08-09,1676,31,Sistema,Problema,2 - Normal,0 - Sin Asignar,1,5
241,GDLESR-1143325322,2018-08-13,852,43,Sistema,Problema,2 - Normal,0 - Sin Asignar,1,1
242,GDLESR-1143419082,2018-11-15,1968,10,Sistema,Problema,2 - Normal,0 - Sin Asignar,1,5
